Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Kuwait,KWT,..,2852000000,8341000000,6799000000,7106000000,8879000000,10073000000,10567000000,12280000000,13148000000,13230000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Kyrgyz Republic,KGZ,..,28000000,450000000,273000000,275000000,392000000,529000000,505000000,568000000,535000000,582000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Lao PDR,LAO,..,8000000,51000000,91000000,215000000,248000000,241000000,404000000,417000000,585000000,540100000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Latvia,LVA,..,281000000,1139000000,798000000,648000000,765000000,680000000,900000000,887000000,801000000,880000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Lebanon,LBN,..,..,4297000000,4928000000,4868000000,4440000000,4511000000,4692000000,5198000000,5187000000,5252000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Lesotho,LSO,..,195000000,248000000,247000000,278000000,300000000,252000000,212000000,177000000,180000000,170000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Liberia,LBR,..,..,58000000,51000000,134000000,132000000,153000000,170000000,227000000,152000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Libya,LBY,..,495000000,1339000000,1683000000,2184000000,..,2654000000,2598000000,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Lithuania,LTU,..,261000000,1530000000,1119000000,849000000,859000000,925000000,1069000000,1058000000,1131000000,1220000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Luxembourg,LUX,..,1309000000,3839000000,3670000000,3626000000,3873000000,3094000000,3259000000,3326000000,2836000000,2868000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,"Macao SAR, China",MAC,..,..,695000000,714000000,883000000,1064000000,1155000000,1236000000,1344000000,1343000000,1314000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,"Macedonia, FYR",MKD,..,58000000,190000000,150000000,131000000,159000000,153000000,168000000,186000000,189000000,204000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Madagascar,MDG,..,139000000,264000000,225000000,216000000,288000000,235000000,256000000,317000000,240000000,300000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Malawi,MWI,..,53000000,86000000,91000000,90000000,92000000,96000000,90000000,106000000,120000000,130000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Malaysia,MYS,..,2543000000,7724000000,7196000000,8324000000,10180000000,12217000000,12236000000,12442000000,10708000000,10468000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Maldives,MDV,..,60000000,211000000,212000000,252000000,231000000,207000000,252000000,271000000,309000000,347000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mali,MLI,..,66000000,228000000,191000000,167000000,171000000,164000000,189000000,231000000,150000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Malta,MLT,..,224000000,307000000,291000000,309000000,333000000,339000000,384000000,397000000,368000000,408000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Marshall Islands,MHL,..,200000,24500000,24550000,21990000,23800000,25500000,24700000,23800000,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mauritania,MRT,..,..,..,..,..,..,101000000,105000000,112000000,73000000,74000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mauritius,MUS,..,203000000,489000000,384000000,423000000,427000000,394000000,458000000,503000000,622000000,653000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mexico,MEX,..,6365000000,10246000000,8737000000,9001000000,9704000000,10735000000,11970000000,12556000000,12668000000,12823000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,"Micronesia, Fed. Sts.",FSM,..,5300000,7100000,26000000,28000000,27000000,30000000,29000000,29000000,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Moldova,MDA,..,86000000,359000000,307000000,298000000,349000000,396000000,425000000,449000000,366000000,330000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mongolia,MNG,..,54000000,249000000,242000000,319000000,460000000,558000000,643000000,529000000,473000000,536000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Montenegro,MNE,..,..,80000000,76000000,72000000,70000000,67000000,81000000,79000000,68000000,91000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Morocco,MAR,..,506000000,1910000000,1713000000,1879000000,2260000000,2095000000,2002000000,2273000000,2155000000,2309000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Mozambique,MOZ,..,122000000,241000000,247000000,247000000,264000000,247000000,313000000,331000000,322000000,305000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Myanmar,MMR,..,30000000,49700000,52000000,53000000,132000000,265000000,131000000,119000000,144000000,584000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Namibia,NAM,..,86000000,114000000,40000000,42000000,55000000,53000000,47000000,67000000,72000000,83000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Nepal,NPL,..,109000000,545000000,572000000,528000000,420000000,562000000,598000000,680000000,669000000,634000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Netherlands,NLD,..,13649000000,19805000000,18628000000,19044000000,20741000000,20094000000,21009000000,23524000000,19741000000,20321000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,New Caledonia,NCL,..,..,168000000,170000000,179000000,176000000,159000000,164000000,169000000,145000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,New Zealand,NZL,..,1235000000,3006000000,2580000000,3039000000,3461000000,3715000000,3861000000,4108000000,3721000000,4010000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Nicaragua,NIC,..,126000000,332000000,300000000,225000000,240000000,241000000,277000000,286000000,273000000,460000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Niger,NER,..,32000000,98000000,84000000,95000000,57000000,132000000,81000000,129000000,140000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Nigeria,NGA,..,610000000,11009000000,6236000000,8348000000,9533000000,9240000000,9152000000,9068000000,9206000000,4511000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Norway,NOR,..,4893000000,15118000000,13221000000,14658000000,16958000000,18131000000,20116000000,20166000000,16485000000,16656000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Oman,OMN,..,629000000,1197000000,1295000000,1243000000,1493000000,1644000000,1824000000,2080000000,2206000000,2643000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Pakistan,PAK,..,574000000,2163000000,1098000000,1370000000,1857000000,1851000000,1638000000,2209000000,2642000000,2728000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Palau,PLW,..,11500000,19100000,16100000,15200000,17000000,19400000,18500000,17200000,21900000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Panama,PAN,..,241000000,560000000,503000000,575000000,679000000,591000000,1078000000,1147000000,1272000000,1129000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Papua New Guinea,PNG,..,50000000,75000000,132000000,138000000,186000000,203000000,214000000,168000000,135000000,126000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Paraguay,PRY,..,154000000,214000000,231000000,261000000,308000000,363000000,425000000,449000000,494000000,512000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Peru,PER,..,641000000,1432000000,1404000000,1640000000,1768000000,1900000000,2119000000,2119000000,2527000000,2687000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Philippines,PHL,..,1841000000,4285000000,4056000000,5964000000,6055000000,7140000000,8400000000,11130000000,11868000000,11710000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Poland,POL,..,3417000000,10689000000,7891000000,9100000000,8882000000,9129000000,9132000000,9540000000,8523000000,8617000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Portugal,PRT,..,2754000000,5286000000,4605000000,4692000000,4948000000,4485000000,4978000000,5380000000,4782000000,4908000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Puerto Rico,PRI,..,1333000000,1761000000,1386000000,1180000000,1196000000,1156000000,1139000000,1088000000,1055000000,1091000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Qatar,QAT,..,307000000,..,..,..,7813000000,10702000000,11729000000,12871000000,11641000000,13152000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Romania,ROU,..,447000000,2407000000,1766000000,1897000000,2294000000,2108000000,2176000000,2636000000,2330000000,2469000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Russian Federation,RUS,..,8848000000,26401000000,23785000000,30169000000,37343000000,48096000000,59504000000,55383000000,38434000000,27652000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Rwanda,RWA,..,35000000,146000000,148000000,120000000,142000000,133000000,126000000,133000000,295000000,309000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Samoa,WSM,..,..,21600000,20000000,25200000,22200000,22300000,13900000,4100000,2900000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sao Tome and Principe,STP,..,2200000,310000,410000,550000,1350000,3200000,3100000,19200000,22100000,20500000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Saudi Arabia,SAU,..,..,16005000000,21312000000,22076000000,18202000000,17986000000,18648000000,25137000000,20366000000,19731000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Senegal,SEN,..,125000000,276000000,258000000,217000000,250000000,248000000,265000000,279000000,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Serbia,SRB,..,..,1448000000,1105000000,1103000000,1263000000,1188000000,1290000000,1360000000,1254000000,1351000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Seychelles,SYC,..,44000000,64000000,56000000,63000000,65000000,58000000,62000000,65000000,54000000,92000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sierra Leone,SLE,..,34500000,24400000,26000000,22000000,26000000,32000000,71000000,45000000,34000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Singapore,SGP,..,4535000000,16340000000,15704000000,18700000000,21505000000,23147000000,24506000000,24360000000,22083000000,22102000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sint Maarten (Dutch part),SXM,..,127000000,88100000,104000000,105000000,112000000,120000000,114000000,117000000,118000000,114000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Slovak Republic,SVK,..,341000000,2596000000,2249000000,2146000000,2449000000,2310000000,2523000000,2581000000,2265000000,2415000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Slovenia,SVN,..,544000000,1610000000,1456000000,1377000000,1315000000,1081000000,1081000000,1149000000,1051000000,1126000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Solomon Islands,SLB,..,12200000,40500000,37800000,51200000,66000000,68100000,68400000,65600000,60700000,74900000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,South Africa,ZAF,..,2684000000,6905000000,6421000000,8139000000,8397000000,7145000000,6491000000,6314000000,5735000000,5354000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,38000000,539000000,143000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Spain,ESP,..,7710000000,20540000000,17133000000,16930000000,17374000000,15401000000,16434000000,17969000000,17347000000,19284000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sri Lanka,LKA,..,383000000,777000000,735000000,828000000,926000000,1219000000,1808000000,1922000000,2152000000,2295000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,St. Kitts and Nevis,KNA,..,9000000,15000000,11000000,13000000,14000000,15000000,16000000,39000000,37000000,36000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,St. Lucia,LCA,..,33000000,45000000,47000000,48000000,48000000,45000000,46000000,45000000,46000000,44000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,St. Vincent and the Grenadines,VCT,..,10000000,18000000,14000000,15000000,13100000,13700000,14100000,21000000,23000000,24000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sudan,SDN,..,55000000,1268000000,868000000,1127000000,937000000,699000000,460000000,439000000,195000000,203000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Suriname,SUR,..,67000000,35000000,35000000,41000000,49000000,58000000,75000000,90000000,128000000,112000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Swaziland,SWZ,..,32000000,59000000,98000000,87000000,39000000,49000000,56000000,68000000,68000000,38000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sweden,SWE,..,8959000000,14622000000,12075000000,13973000000,13998000000,13954000000,15334000000,15823000000,14410000000,14480000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Switzerland,CHE,..,7360000000,13282000000,12990000000,13460000000,16483000000,17980000000,19093000000,19940000000,18761000000,18849000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Syrian Arab Republic,SYR,..,669000000,911000000,980000000,1598000000,850000000,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Tajikistan,TJK,..,..,10800000,5800000,35400000,31400000,36500000,42500000,35000000,25000000,24600000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Tanzania,TZA,..,369000000,746000000,806000000,861000000,928000000,1003000000,1101000000,1206000000,1329000000,919000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Thailand,THA,..,3218000000,6707000000,5744000000,7155000000,7534000000,8095000000,8238000000,8824000000,9539000000,11267000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Timor-Leste,TLS,..,..,51000000,69000000,68000000,62000000,92000000,57000000,84000000,100000000,118000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Togo,TGO,..,15000000,68000000,94000000,89000000,81000000,46000000,58000000,60000000,53000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Tonga,TON,..,..,25100000,19100000,20000000,26800000,29400000,31100000,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Trinidad and Tobago,TTO,..,190000000,102000000,136000000,97000000,188000000,223000000,116000000,168000000,253000000,212000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Tunisia,TUN,..,310000000,555000000,478000000,611000000,678000000,673000000,768000000,770000000,767000000,823000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Turkey,TUR,..,1713000000,4509000000,5061000000,5817000000,5372000000,4585000000,5253000000,5475000000,5686000000,5025000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Tuvalu,TUV,..,..,8400000,7500000,8700000,11450000,11500000,7550000,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Uganda,UGA,..,..,315000000,351000000,464000000,540000000,642000000,696000000,375000000,528000000,396000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Ukraine,UKR,..,561000000,4585000000,3751000000,4134000000,4829000000,5536000000,6300000000,5470000000,4750000000,5323000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,United Arab Emirates,ARE,..,3019000000,13288000000,10347000000,11818000000,13206000000,15072000000,16188000000,15848000000,16637000000,17127000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,United Kingdom,GBR,..,47009000000,88204000000,66017000000,66252000000,69526000000,70829000000,72758000000,82212000000,82824000000,79371000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,United States,USA,..,91473000000,1.20E+11,1.03E+11,1.10E+11,1.16E+11,1.30E+11,1.30E+11,1.41E+11,1.50E+11,1.61E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Uruguay,URY,..,381000000,466000000,442000000,549000000,797000000,1043000000,1504000000,1596000000,1390000000,1546000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Vanuatu,VUT,..,9000000,32000000,28000000,34000000,39000000,43000000,46000000,41000000,34000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,"Venezuela, RB",VEN,..,1647000000,2745000000,3019000000,2944000000,3994000000,4592000000,5417000000,4118000000,3249000000,2920000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Vietnam,VNM,..,..,1300000000,1100000000,1470000000,1710000000,1856000000,2050000000,2650000000,3595000000,4560000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,West Bank and Gaza,PSE,..,308000000,477000000,479000000,521000000,603000000,646000000,643000000,520000000,610000000,658000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,"Yemen, Rep.",YEM,..,127000000,246000000,277000000,252000000,258000000,148000000,161000000,158000000,79000000,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Zambia,ZMB,..,102000000,164000000,143000000,167000000,223000000,303000000,357000000,378000000,400000000,423000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Zimbabwe,ZWE,..,..,..,167000000,203000000,317000000,387000000,441000000,451000000,557000000,406000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Arab World,ARB,..,..,58860278756,60110447816,65421974653,69448520356,76166540660,80751369737,92579803406,88558590562,91526031312,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Caribbean small states,CSS,..,1205000000,1442000000,1353000000,1355000000,1183100000,1433700000,1296100000,1474751334,1599243330,1661625162,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Central Europe and the Baltics,CEB,..,9940000000,33565000000,26468000000,25737000000,27275000000,26100000000,27606000000,29398000000,26653000000,28376000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Early-demographic dividend,EAR,..,47293748999,1.07E+11,1.05E+11,1.19E+11,1.22E+11,1.23E+11,1.31E+11,1.46E+11,1.44E+11,1.49E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,East Asia & Pacific,EAS,..,1.15E+11,2.00E+11,1.88E+11,2.27E+11,2.62E+11,3.03E+11,3.30E+11,4.31E+11,4.46E+11,4.69E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,East Asia & Pacific (excluding high income),EAP,..,25929919281,66033742271,69871286943,87619025559,1.09E+11,1.43E+11,1.72E+11,2.75E+11,2.98E+11,3.13E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,East Asia & Pacific (IDA & IBRD countries),TEA,..,25892232659,65927582237,69754847311,87468019891,1.09E+11,1.42E+11,1.72E+11,2.75E+11,2.98E+11,3.12E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Euro area,EMU,..,1.56E+11,2.98E+11,2.65E+11,2.61E+11,2.87E+11,2.71E+11,2.87E+11,3.01E+11,2.55E+11,2.64E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Europe & Central Asia,ECS,..,2.52E+11,5.11E+11,4.41E+11,4.49E+11,4.95E+11,4.93E+11,5.31E+11,5.54E+11,4.79E+11,4.76E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Europe & Central Asia (excluding high income),ECA,..,15029959446,50902115384,45694729994,52771653785,62932455720,75018607758,89944397741,86188628632,66386227199,55583949116,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,18448328369,61564085131,53528464794,61805265870,71697142027,83979520943,98839761113,95517154937,74769087409,64112282989,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,European Union,EUU,..,2.25E+11,4.36E+11,3.73E+11,3.71E+11,4.02E+11,3.85E+11,4.06E+11,4.32E+11,3.81E+11,3.88E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Fragile and conflict affected situations,FCS,..,..,12788914859,14333972289,16137564897,15650151195,15670611871,16935622862,19243954408,19884785428,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Heavily indebted poor countries (HIPC),HPC,..,3101175375,8970812624,8751136042,8722926037,9893599682,9699006737,10295530672,11056539003,11118559307,11184716490,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,High income,HIC,..,4.53E+11,7.99E+11,6.98E+11,7.37E+11,8.05E+11,8.20E+11,8.46E+11,8.90E+11,8.28E+11,8.50E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,IBRD only,IBD,..,82128745483,2.12E+11,2.03E+11,2.44E+11,2.88E+11,3.38E+11,3.91E+11,4.99E+11,4.92E+11,4.98E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,IDA & IBRD total,IBT,..,87486888693,2.40E+11,2.25E+11,2.69E+11,3.16E+11,3.66E+11,4.21E+11,5.30E+11,5.24E+11,5.25E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,IDA blend,IDB,..,..,16557120866,10432731297,12603536976,15152866846,15108485930,15189314942,15709129102,16194135620,10573434625,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,IDA only,IDX,..,4699609194,12061524397,11465137902,12912579154,13316442488,13396374486,14279945814,14212590281,15359007250,15564093292,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,IDA total,IDA,..,..,28526753157,21882291496,25494748509,28437621719,28469149383,29407612413,29878064433,31484836560,25690700860,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Late-demographic dividend,LTE,..,59437948493,1.72E+11,1.61E+11,1.91E+11,2.38E+11,2.91E+11,3.39E+11,4.42E+11,4.34E+11,4.39E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Latin America & Caribbean,LCN,..,27723506128,48223275688,45822604895,54071079106,64223694336,70157326473,77087868797,78183282766,69344096430,69336969387,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Latin America & Caribbean (excluding high income),LAC,..,23786207981,42951912856,40833886404,48930671431,58544056721,63854947186,70302755298,71088798735,62524384304,62092621150,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,24964000000,44370000000,42409000000,50683000000,60847100000,66679700000,73491100000,74657000000,65905000000,65796847383,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Least developed countries: UN classification,LDC,..,3109424776,8401966711,7746561932,8557027185,9466179824,9362728365,10133282763,10216532199,10749446489,10932281085,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Low & middle income,LMY,..,83072883852,2.28E+11,2.16E+11,2.59E+11,3.05E+11,3.55E+11,4.09E+11,5.18E+11,5.14E+11,5.14E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Low income,LIC,..,2018353587,5184909290,5167457318,5388081275,6181383798,6209925656,6779299192,7229016589,8092798401,6655293025,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Lower middle income,LMC,..,17100168483,64617280521,51570937774,61258836497,67981069291,71748565366,76575701939,84089495106,85655997054,87140884087,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Middle East & North Africa,MEA,..,..,70959049816,72353771601,79686376962,84007943086,88839343995,95473403738,1.09E+11,1.04E+11,1.09E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Middle East & North Africa (excluding high income),MNA,..,6613310990,23976500000,24996500000,29326500000,28099092650,26575655269,28913307249,31921517773,30876437181,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,6270985432,23499500000,24517500000,28805500000,27487576555,25912555826,28251963293,31401496352,30255014533,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Middle income,MIC,..,81136245471,2.23E+11,2.11E+11,2.54E+11,2.99E+11,3.49E+11,4.02E+11,5.11E+11,5.05E+11,5.07E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,North America,NAC,..,1.07E+11,1.54E+11,1.33E+11,1.47E+11,1.58E+11,1.73E+11,1.74E+11,1.83E+11,1.87E+11,1.90E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,OECD members,OED,..,4.15E+11,7.19E+11,6.21E+11,6.52E+11,7.08E+11,7.14E+11,7.33E+11,7.66E+11,7.08E+11,7.25E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Pacific island small states,PSS,..,157605733.8,301133238.1,303015956.9,321985620.9,367944313.1,373592469.5,357869223.3,326427039.2,336527059.3,..,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Post-demographic dividend,PST,..,4.16E+11,7.17E+11,6.23E+11,6.57E+11,7.17E+11,7.27E+11,7.46E+11,7.77E+11,7.18E+11,7.34E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Pre-demographic dividend,PRE,..,..,19879557858,14691523161,17471693970,19911120209,19704784020,21275646685,22779148190,23440923994,16997055737,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Small states,SST,..,4490497157,12367908475,10319445235,10310711794,17692402511,21117286821,22594442294,24582227644,22730141216,25473504257,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,South Asia,SAS,..,5304614300,16590000000,12687000000,14471000000,18279000000,19007000000,19692000000,23549000000,24465000000,26177000000,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,South Asia (IDA & IBRD),TSA,..,5304614300,16590000000,12687000000,14471000000,18279000000,19007000000,19692000000,23549000000,24465000000,26177000000,..
